source,ownership,name,aliases,country,street_address,city,state,description,primary_type,types_multiple,email,primary_website,phone,facebook,latitude,longitude,function,theme,target audience,network_affiliation,services,fablabs_url,hackerspaces_url,status,flickr,youtube,ustream,mailinglist,last_updated,open_to_exchanges,irc,date_of_founding,number_of_members,wiki,twitter,googleplus,membership_fee,jabber,open_to_residencies,size,g_place_id,image_url,tools ,other_websites,africahubs 
Punto Mexico Conectado,Government,Quintana Roo Punto Mexico Conectado,,Mexico,"Av. 91N (Avenida Kabah) S/N, Col. Centro, C.P. 77500",Canc£n, Quintana Roo,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,998 295 0265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Mexico Conectado,Government,Chihuahua Punto Mexico Conectado,,Mexico,"Melquiades Alanis 6431, San Lorenzo, Cd. JuÜrez, Chihuahua 32320",Ciudad JuÜrez, Chihuahua,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,656 411 1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Mexico Conectado,Government,Morelos Punto Mexico Conectado,,Mexico,"Av. Central No.19, Col. CuauhnÜhuac, C.P. 62430",Cuernavaca, Morelos,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,777 399 0127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Mexico Conectado,Government,Sinaloa Punto Mexico Conectado,,Mexico,"Plan de Ayala #2365, Col. Emiliano Zapata, C.P. 80000",CuliacÜn, Sinaloa,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,667 455 3386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Mexico Conectado,Government,Durango Punto Mexico Conectado,,Mexico,"Blvd. Instituto Polit_cnico Nacional # 300, Fracc. Camino Real, 34179, Durango",Durango, Durango,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,618 455 3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Mexico Conectado,Government,Estado de Mexico Punto Mexico Conectado,,Mexico,"Prof. Carlos Hank Gonzalez Mz. 67 Lt. 38, Col. Granjas Valle de Guadalupe, C.P. 55295",Ecatepec de Morelos, Estado de Mexico,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,55 6830 6784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Mexico Conectado,Government,Sonora Punto Mexico Conectado,,Mexico,"Aquiles SerdÜn No. 181, Col. Centro, C.P. 83000",Hermosillo, Sonora,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,662 212 3832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Mexico Conectado,Government,Distrito Federal Punto Mexico Conectado,,Mexico,"Calz. Ignacio Zaragoza No. 1198, Agricola PantitlÜn, Iztacalco, DF 08100",Iztacalco, Distrito Federal,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,556 840 1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Mexico Conectado,Government,Baja California Sur Punto Mexico Conectado,,Mexico,Francisco I Madero esquina Independencia Municipio La Paz Col. Centro C.P. 23300,La Paz, Baja California Sur,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,612 185 1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Mexico Conectado,Government,Nuevo Leon Punto Mexico Conectado,,Mexico,"Av. Fidel VelÜzquez #1513, Col. Federal Monterrey, C.P. 64120",Monterrey, Nuevo Leon,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,81 2092 0558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Mexico Conectado,Government,MichoacÜn Punto Mexico Conectado,,Mexico,"Calle Aldama #439, Col. Centro C.P.58000, Morelia, MichoacÜn",Morelia, MichoacÜn,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,443 292 9282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Mexico Conectado,Government,Tlaxcala Punto Mexico Conectado,,Mexico,"Centenario #34, Col. Santa Ana Chiautempan, Centro, C.P. 90800",Santa Ana Chiautempan, Tlaxcala,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,246 458 2259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Mexico Conectado,Government,Hidalgo Punto Mexico Conectado,,Mexico,"NicolÜs Bravo No. 25, Esq. Molino del Rey, Col. Centro, Tulancingo C.P. 43600",Tulancingo de Bravo, Hidalgo,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,775 112 2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Mexico Conectado,Government,Veracruz Punto Mexico Conectado,,Mexico,"Av. Miguel AlemÜn #1581, Col. Ortiz Rubio, C.P. 91750",Veracruz, Veracruz,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,229 286 7042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Mexico Conectado,Government,Tabasco Punto Mexico Conectado,,Mexico,"Av. Universidad km 5, Bodega #2, Col. Jos_ Maria Pino SuÜrez, C.P. 86000, Villahermosa",Villahermosa, Tabasco,"Punto Mexico Conectado es una red nacional de centros comunitarios de capacitacion y educacion digital que se compone de 32 Puntos, uno en cada estado de la Rep£blica, en los cuales cualquier persona puede conectarse con las nuevas tecnologias de la informacion, aprender a utilizarlas, desarrollar su creatividad y emprender proyectos innovadores.",Hub,,,pmc.gob.mx/#estado9,993 142 0923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unverified fab lab,,FAB LAB CONCEPCION,,Chile,"Lincoyan 1370, Concepcion, Concepcion, Region del Bio Bio, Chile",,,,Workshop,,podachile@gmail.com,,,,-36.819,-73.0593,,,,Fab Lab,,,,,,,,,,,,,,,,,,,,,,,,,
World Bank WDR,Civil Society,Alexandria Hackerspace,,Egypt,"92 Kanoob St. Beside Garbis Icecream,Ibrahimia, Alexandria, Egypt",Alexandria,,,Workshop,,elshair46@gmail.com,alexhacker.com,Tel: +20 111 166 2503,https://www.facebook.com/alexhackerspace/info,31.200092,29.918739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Bank WDR,Civil Society,Women in Tech Uganda (WITU) Hub,,Uganda,"WITU Hub, Plot 18 Kanjokya Street, Kamwokya",Kampala,,"Vision: To Zero the Technological Gender Gap   Mission: To support women_s local capacity building and skills development in  Technology and Business in Uganda through training, mentor-ship,  networking and knowledge sharing in order to drive economic and  sustainable development",Hub,,"info@witug.org, barbara@witug.org",witug.org,Tel: +256 414 531 659,,0.340552,32.5895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Bank WDR,Hybrid Led,Mobile Senegal ,,Senegal,"Case-bi, Dakar, Senegal",Dakar,,,Hub,,,mobilesenegal.org,,,14.756983,-17.4291507,,,,,,,,,,,,,,,,6/30/05,,,,,,,,,ChIJldelCeEMwQ4RHIe3oRWhOsg,,,,
World Bank WDR,Civil Society,Cape Innovation and Technology Initiative (CITI),,South Africa ,"68 Albert Rd, Woodstock, Cape Town, 7925, South Africa",Cape Town,,,Hub,,,citi.org.za,,,-33.9269,18.44582,,,,,,,,,,,,,,,,6/20/05,,,,,,,,,ChIJn4rnXZldzB0RoGdx_9h0tmI,,,,
World Bank WDR,Hybrid Led ,88 MPH/Start-up Garage,,Kenya,,Nairobi,,,Hub,,,88mph.ac/nairobi,,,,,,,,,,,,,,,,,,,,7/3/05,,,,,,,,,ChIJFXZoZpldzB0RewbjIKars28,,,,
World Bank WDR,Civil Society,Angel Hub,,South Africa ,"The Innovation Hub, Enterprise Building, 6, Pretoria, 0020, South Africa",Stellenbosch ,,,Hub,,,angelhub.co.za,,,-25.7487246,28.2671659,,,,,,,,,,,,,,,,7/3/05,,,,,,,,,ChIJnY9AHUVglR4R_c6NM3jpgLE,,,,
World Bank WDR,Academic,FabLab Nairobi,,Kenya,"Nairobi Central, Nairobi, Kenya",Nairobi,,,Hub,,,fablab.uonbi.or.ke/#,,,-1.2786001,36.8170911,,,,,,,,,,,,,,,,7/3/05,,,,,,,,,ChIJbZkGSy0XLxgRJcWvERim7Js,,,,
World Bank WDR,Hybrid Led,TechinBraam,,South Africa,,Johannesburg,,,Hub,,,techinbraam.co.za,,,,,,,,,,,,,,,,,,,,7/5/05,,,,,,,,,ChIJt69173MSLxgRl5SR8pzQwaU,,,,
World Bank WDR,Civil Society,xHub,,Ethiopia,"Addis Ababa, Ethiopia",Addis Ababa,,,Hub,,,xhubaddis.com,,,8.989748,38.72521,,,,,,,,,,,,,,,,7/6/05,,,,,,,,,ChIJ-YHLuZCGSxYRAPygYui1zVM,,,,
World Bank WDR,Civil Society,Jokkolabs Banjul,,Gambia,,Banjul ,,,Hub,,,jokkolabs.net/en/#jokkolabs,,,,,,,,,,,,,,,,,,,,7/7/05,,,,,,,,,ChIJ07HB5lINwQ4R-UQisR8uPGQ,,,,
World Bank WDR,Civil Society,Jokkolabs Casablanca,,Morocco,"Boulevard Dammam, Casablanca, Morocco",Casablanca,,,Hub,,,jokkolabs.net/en/#jokkolabs,,,33.5426779,-7.6396126,,,,,,,,,,,,,,,,7/7/05,,,,,,,,,ChIJww2JFTwtpg0RqHjVA8mR1X8,,,,
World Bank WDR,Civil Society,Jokkolabs Cotonou,,Benin,"237, Ave de la Liberation, Cotonou, Benin",Cotonou,,,Hub,,,jokkolabs.net/en/#jokkolabs,,,6.3736274,2.4258254,,,,,,,,,,,,,,,,7/7/05,,,,,,,,,ChIJzb3VzA5VIxARcx_HwlQFf84,,,,
World Bank WDR,Hybrid Led,Technopole de la Reunion ,,Reunion,"Rue De La Normandie, Sainte Clotilde, Reunion",Saint Denis (Sainte Clotilde),,,Hub,,,technopole-reunion.com,,,-20.9065763,55.4884095,,,,,,,,,,,,,,,,6/24/05,,,,,,,,,ChIJebBh_oh_giERDzPLvpNRLBo,,,,
World Bank WDR,Civil Society,Akirachix,,Kenya,"George Padmore Ln, Nairobi, Kenya",Nairobi,,,Hub,,,akirachix.com,,,-1.2988611,36.7907909,,,,,,,,,,,,,,,,7/2/05,,,,,,,,,ChIJl0s1l5kQLxgRsr2OvRoTSuU,,,,
World Bank WDR,Government,Minna Tech Incubation Centre ,,Nigeria,"Minna - Zungeru Rd, Minna, Nigeria",Minna,,,Hub,,,nbti.gov.ng/north-central,,,9.6538204,6.5269762,,,,,,,,,,,,,,,,6/27/05,,,,,,,,,ChIJPd7a6YRwTBARY883QpNjVm4,,,,
World Bank WDR,Academic,iBiz Africa,,Kenya,"5th Floor, Strathmore University Student Centre Keri Rd, Nairobi, Kenya",Nairobi,,,Hub,,,ibizafrica.co.ke,,,-1.3101583,36.8132436,,,,,,,,,,,,,,,,7/4/05,,,,,,,,,ChIJ7WRT6fcQLxgRaRB65BTyU94,,,,
World Bank WDR,Hybrid Led,Enspire Incubator,,Nigeria,"3rd Floor, NEPZA Building 2 Zambezi Crescent Off, Aguiyi Ironsi St, Abuja, Nigeria",Abuja,,,Hub,,,enspire.org.ng/wp/about-us,,,9.0805505,7.4907436,,,,,,,,,,,,,,,,7/5/05,,,,,,,,,ChIJM8GGl1oKThAR9C0u5pMyp1k,,,,
World Bank WDR,Government,Calabar Technology Incubation Center,,Nigeria,,Abuja,,,Hub,,,nbti.gov.ng,,,,,,,,,,,,,,,,,,,,6/27/05,,,,,,,,,,,,,
World Bank WDR,Civil Society,Oguaa Business Incubator,,Ghana,,Cape Coast,,,Hub,,,,,,,,,,,,,,,,,,,,,,,6/27/05,,,,,,,,,,,,,
World Bank WDR,Academic,Cyclotron Reunion Indian Ocean (CYROI GIP),,Reunion,,Saint Denis ,,,Hub,,,cyroi.fr/category/pepiniere-entreprise,,,,,,,,,,,,,,,,,,,,7/3/05,,,,,,,,,,,,,
World Bank WDR,Civil Society,I-Hub Malagasy,,Madagascar,,Antananarivo,,,Hub,,,i-hub.mg,,,,,,,,,,,,,,,,,,,,7/3/05,,,,,,,,,,,,,
World Bank WDR,Civil Society,Black Girls Code,,South Africa,,Johannesburg,,,Hub,,,meetup.com/blackgirlscodejhb,,,,,,,,,,,,,,,,,,,,7/4/05,,,,,,,,,,,,,
World Bank WDR,Hybrid Led,First Steps Venture Center,,Botswana,,Gaborone,,,Hub,,,bih.co.bw/bih-content.php?page=fsvc,,,,,,,,,,,,,,,,,,,,7/5/05,,,,,,,,,,,,,
World Bank WDR,Government,Ebene Accelerator,,Mauritius,,Ebene Cybercity,,,Hub,,,ebeneaccelerator.mu,,,,,,,,,,,,,,,,,,,,7/5/05,,,,,,,,,,,,,
World Bank WDR,Civil Society,Muzinda Umuzi Hub,,Zimbabwe,,Harare,,,Hub,,,muzinda.co.zw,,,,,,,,,,,,,,,,,,,,7/5/05,,,,,,,,,,,,,
World Bank WDR,Civil Society,Grindstone,,South Africa,,Cape Town,,,Hub,,,,,,,,,,,,,,,,,,,,,,,7/5/05,,,,,,,,,,,,,
World Bank WDR,Hybrid Led,88 MPH (400 NG),,Nigeria,,Lagos,,,Hub,,,88mph.ac/lagos,,,,,,,,,,,,,,,,,,,,7/6/05,,,,,,,,,,,,,
World Bank WDR,Hybrid Led,Kumasi Business Incubator,,Ghana,,Kumasi,,,Hub,,,facebook.com/pages/kumasi-business-incubator-kbi/813845328668356,,,,,,,,,,,,,,,,,,,,7/6/05,,,,,,,,,,,,,
World Bank WDR,Civil Society,Imani Hub,,Democratic Republic of Congo,,Kinshasa,,,Hub,,,imanihub.net,,,,,,,,,,,,,,,,,,,,7/6/05,,,,,,,,,,,,,
World Bank WDR,Civil Society,Sky Hub Initiative,,Zimbabwe,,Bulawayo,,,Hub,,,skyhub.co.zw/;,,,,,,,,,,,,,,,,,,,,7/6/05,,,,,,,,,,,,,
World Bank WDR,Civil Society,Mwasi Tech Hub,,Cote D'Ivoire,,Kinshasa,,,Hub,,,facebook.com/mwasitechhub,,,,,,,,,,,,,,,,,,,,7/7/05,,,,,,,,,,,,,
World Bank WDR,Civil Society,Girls in Tech (GIT)-Morocco Chapter,,Morocco,,Casablanca,,,Hub,,,morocco.girlsintech.org,,,,,,,,,,,,,,,,,,,,7/7/05,,,,,,,,,,,,,
World Bank WDR,Hybrid Led,OCP Entrepreneurship Network,,Morocco,,Casablanca,,,Hub,,,ocpentrepreneurship.org,,,,,,,,,,,,,,,,,,,,7/7/05,,,,,,,,,,,,,
World Bank WDR,Government,"INAPEM--Angolan Institute of Support for Micro, Small and Medium Enterprises ",,Angola,,Luanda,,,Hub,,,portal.inapem.gov.ao,,,,,,,,,,,,,,,,,,,,7/7/05,,,,,,,,,,,,,
World Bank WDR,Government,Technology Innovation Entrepreneurship Center,,Egypt,"Abou Rawash, Giza, Egypt",Cairo,,,Hub,,,tiec.gov.eg/en-us/pages/default.aspx,,,30.0676103,31.0851019,,,,,Incubating,,,,,,,,,,,7/2/05,,,,,,,,,ChIJq6qqqq5EWBQR6cWe8pqDlxg,,,,
World Bank WDR,Civil Society,ThoughtWorks,,South Africa,"2nd Floor, South Point Central, 17 Melle St, Johannesburg, 2000, South Africa",Johannesburg,,,Hub,,,blackgirlscode.com,,,-26.194142,28.035714,,,,,Incubating,,,,,,,,,,,7/4/05,,,,,,,,,ChIJqQ_A5BsMlR4RruXima3kBx0,,,,
World Bank WDR,Government,TIH-The Innovation Hub ,,South Africa ,"1 Mark Shuttleworth St, Lynwood, Pretoria, 0087, South Africa",Pretoria,,,Hub,,,theinnovationhub.com,,,-25.7492884,28.2681143,,,,,Incubating,,,,,,,,,,,7/4/05,,,,,,,,,ChIJS6NJ5kRglR4RF_z8jWhGcf8,,,,
World Bank WDR,Hybrid Led,The Greek Campus,,Egypt,"Youssef El-Gendy, Abdeen, Cairo Governorate, Egypt",Cairo,,,Hub,,,thegreekcampus.com/#,,,30.0443696,31.2388676,,,,,Incubating,,,,,,,,,,,7/5/05,,,,,,,,,ChIJ1V7_ksdAWBQRUVPCookhOSc,,,,
World Bank WDR,Civil Society,THINK Technology Incubator ,,Rwanda,,Kigali,,,Hub,,,think.rw,,,,,,,,,Incubating,,,,,,,,,,,7/6/05,,,,,,,,,,,,,
Hackerspaces.org,,Izmir Hackerspace,—çzmir Hackerspace,Turkey,"Kaz\xc4\xb1m Dirik Mah. 156 sok. No:21 Bornova/\xc4\xb0zmir, IZMIR, Turkey",IZMIR, Bornova,,Workshop,,iletisim@izmirhs.org,izmirhs.org,,http://facebook.com/izmirhackerspace,"38 27'44"""," 27 12'55""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/%C4%B0zmir_Hackerspace,active,,,,https://groups.google.com/forum/#!forum/izmirhs,1/10/15,,,11/2/12,1 to 50,,http://twitter.com/izmirhs,,"Members: 30 TRYStudents: 20 TR",,,40m__ (25+15m__),,,,,
Hackerspaces.org,,c0re1ndustries,..::c0re1ndustries::..,United States,Denton,Denton, Texas,"I am looking for a group of like-minded individuals in the DFW area who would be interested in helping create a HackerSpace in Denton. If you are not familiar with the concept of a Hacker Space then allow me to explain. I would like to create a local non-profit organization that would provide space, equipment, tools, computers, internet access, etc to anyone interested in researching, designing and building whatever they choose. I envision this as a place open to ANYONE in the community with an idea and the know-how but who lacksthe tools to complete it. Think of it as a public workshop.",Workshop,,thetanktheory@gmail.com,c0re1ndustries.com,,,33.2144,-97.1331,,,,Hackerspaces,,,https://wiki.hackerspaces.org/..::c0re1ndustries::..,planned,,,,http://www.facebook.com/group.php?gid=446798525579&ref=mf,1/28/10,,,1/26/10,1 to 50,www.c0re.wikia.com,,,,,,,,,,,
Instructables Hackerspace list,,757Labs,757 Labs,United States,"233 W Bute St, Norfolk, VA 23510, United States",,,,Workshop,,757labs@gmail.com,757labs.org,,,36.8529,-76.2917,,,,Hackerspaces,,,https://wiki.hackerspaces.org/757_Labs,,,,,,,,,,,,,,,,,,ChIJZdtMixKYuokRjhlAf_ytl-E,,,,
Hackerspaces.org,,8 days a week,8 days a week HackerSpace Coming!,United States,"840 pearl street, 80302, Boulder",Boulder, Colorado,,Workshop,,,8days.com,303 443 7671,https://www.facebook.com/pages/8-Days-A-Week-Imaging/130128517002010?ref=hl,40.0194,40.01944,,,,Hackerspaces,,,https://wiki.hackerspaces.org/8_days_a_week_HackerSpace_Coming!,planned,,,,,7/16/13,,,,,,,,,,,,ChIJ62fHNSHsa4cR7L0KPDJ31do,,3D Printer,,
"open,Makery",Civil Society,ActivSpaces Buea,ActivSpaces,Cameroon,"Fakoship Plaza, Buea",Buea,,"ActivSpaces is a Cameroon's open collaboration space, innovation hub and startup incubator. We support entrepreneurs working on promising web and mobile ventures with knowledge, mentorship and access to seed finance. ActivSpaces runs two co-working spaces in Buea and Douala. The space is free to tech entrepreneurs who are actively working on a startup. ActivSpaces also runs a highly selective rigorous six-month accelerator program once a year called Activation Bootcamp.",Hub,"Hub, Workshop",info@activspaces.com,activspaces.com,Tel: +237 33.32.35.54,https://www.facebook.com/ActivSpaces,4.155169,9.231388,,,,,Incubating,,,,,,,,,,,,,,,,,,,,,,,,
Hackerspaces.org,,Mount Holly Hackerspace,Add a hackerspace,United States,"20C First Montgomery Drive, NJ-08060, Mount Holly",Mount Holly, New Jersey,We are starting a hackerspace in Mount Holly! Please contact us at mshekleton@gmail.com for more details.,Workshop,,mshekleton@gmail.com,,,,39.9993,-74.7786,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Add_a_hackerspace,planned,,,,,5/29/09,,,5/1/09,1 to 50,,,,Still hashing out the details... contact us for more info,,,,,,,,
Hackerspaces.org,,AltLab - Audi_ncia Zero,AltLab - AudiÕ_ncia Zero,Portugal,"Praceta Domingos Rodrigues, n\xc2\xba2, Figo Maduro, 2685-327 Prior Velho, Lisbon, Portugal",Lisbon, Lisbon,"In February 2009, a group of interested individuals, under the umbrella of Audiancia Zero, joined efforts to create AltLab with the following objectives: Build stronger community ties by gathering disperse cells of researchers, artists, and DIYers around a common and open platform; Provide a shared physical space for experimentation, testing, and development of new objects and concepts (ranging from robotics to software to art to conceptual research); Share knowledge, support collaborative work, and collectively push the boundaries of DIY creativity; Establish partnerships and synergies within and across the borders with other collectives that share similar goals and ideals. To achieve these goals AltLab:",Workshop,,altlab.org@gmail.com,altlab.org,,,"38 47'8"""," -9 7'50""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/AltLab_-_Audi%C3%AAncia_Zero,active,http://www.flickr.com/photos/39486517@N05/sets/,,,http://audienciazero.org/mailman/listinfo/altlab_audienciazero.org,2/1/13,,,,1 to 50,,http://twitter.com/altLab,,10___/month,,,60m2,,,,,
Hackerspaces.org,,Black-Bird Artisan Hackers,"Black-Bird Artisan Hackers (Marlton, New Jersey)",United States,"193 Carlton Ave, 08053, Marlton",Marlton, New Jersey,I am ecstatic to find this movement.  To summarize. I am organizing the funding for and the lease or purchase of a hacker space in my area.  I am currently focused on a particular property which checks all the boxes. If there is no problem with the founders of this movement of was hoping to post the Artisan's Asylum Vision Statement to my web site and to use it in my efforts to fund the purchase/lease of the Hacker Space.  I would also like to post and promote a crowd sourced funding effort at KickStarter.org,Workshop,,dtekben@gmail.com,randombirds.com,856-985-3302,,39.9036,-74.9044,,,,Hackerspaces,,,"https://wiki.hackerspaces.org/Black-Bird_Artisan_Hackers_(Marlton,_New_Jersey)",planned,,,,,12/31/11,,,12/31/11,,,,,TBD,,,TBD,,,,,
Instructables Competition list,,Brain Silo,BrainSilo,United States,"Portland, OR",Portland, OR,,Workshop,,,brainsilo.org,,,45.5289,-122.66,,,,,,,,,,,,,,,,,,,,,,,,,ChIJs1RM8q2glVQRtcGh3N-Z41Y,,,,
Makery,,Build Brighton,Build Brighton,United Kingdom,Rodhus Studios (back entrance) - Freehold Terrace -Brighton,,,,Workshop,,,buildbrighton.com,,,50.8382,-0.12707,,,,Fab Lab,,,,,,,,,,,,,,,,,,,,,,,,,
"open,Makery","Private Sector, Civil Society",Co-Creation Hub,CcHUB (Co-creation Hub Nigeria),Nigeria,"6th Floor, 294 Herbert Macaulay Way, Sabo, Yaba, Lagos",Yaba, Lagos,,Workshop,,info@cchubnigeria.com,cchubnigeria.com/about-cchub,,https://www.facebook.com/CcHUBNigeria,6.50619,3.37805,"Working, Investing, Mentoring",,,,,,,,,,,,,,,2010?,,,@Cc_HUB,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/co-creation-hub.jpeg?itok=CbS1Hat1,,,
Hackerspaces.org,,Chaos Computer Club Goettingen,Chaos Computer Club GÕ_ttingen,Germany,"Goettingen, Germany",Goettingen, Niedersachsen,,Workshop,,hallo@cccgoe.de,cccgoe.de,,,"51 32'2"""," 9 55'48""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Chaos_Computer_Club_G%C3%B6ttingen,active,,,,https://lists.goe.net/mailman/listinfo/chaos-goettingen,3/5/14,,,11/1/07,1 to 50,http://cccgoe.de/wiki,,,as much as you want,cccgoe@jabber.muc.kaputtendorf.de,,35m__,,,Internet Probe,,
Hackerspaces.org,,CoHabitat (Texas),CoHabitat,United States,"2517 Thomas Avenue, Dallas, TX, 75201, Dallas",Dallas, Texas,,Workshop,,,cohabitat.us,,,32.7944,-96.7997,,,,Hackerspaces,,,https://wiki.hackerspaces.org/CoHabitat,planned,,,,,11/26/10,,,12/1/08,,,,,"Co-working$150 USD/mo shared space, $275 USD/mo dedicated work space and monitorThe best startup community in Dallas __ç (mostly) friendly, smart folks.A relaxing work environmentWi-Fi with some ethernet dropsMonitors available on first-come basisShower (Katy Trail is nearby)Kitchen with big fridge, microwave, toaster, etc.Locally-roasted coffee from Coffee EilandAdmission to regular tech and social eventsHost your own events at CoHabiat (check for availability)",,,,ChIJNbyGdC-ZToYR7q1Ll07CDxI,,,,
